codigo_actividad,meta_participantes,duracion_horas,fecha_realizacion,codigo_participante
"ACT-038","34","5.00","2025-07-10","PAR-142"
"ACT-038","34","5.00","2025-07-10","PAR-144"
"ACT-038","34","5.00","2025-07-10","PAR-145"
"ACT-038","34","5.00","2025-07-10","PAR-153"
"ACT-038","34","5.00","2025-07-10","PAR-157"
"ACT-038","34","5.00","2025-07-10","PAR-159"
"ACT-038","34","5.00","2025-07-10","PAR-160"
"ACT-038","34","5.00","2025-07-10","PAR-167"
"ACT-038","34","5.00","2025-07-10","PAR-168"
"ACT-038","34","5.00","2025-07-10","PAR-176"
"ACT-038","34","5.00","2025-07-10","PAR-183"
"ACT-038","34","5.00","2025-07-10","PAR-187"
"ACT-038","34","5.00","2025-07-10","PAR-192"
"ACT-038","34","5.00","2025-07-10","PAR-195"
"ACT-038","34","5.00","2025-07-10","PAR-198"
"ACT-038","34","5.00","2025-07-10","PAR-205"
"ACT-038","34","5.00","2025-07-10","PAR-207"
"ACT-038","34","5.00","2025-07-10","PAR-213"
"ACT-038","34","5.00","2025-07-10","PAR-216"
"ACT-038","34","5.00","2025-07-10","PAR-218"
"ACT-038","34","5.00","2025-07-10","PAR-229"
"ACT-038","34","5.00","2025-07-10","PAR-231"
"ACT-038","34","5.00","2025-07-10","PAR-233"
"ACT-038","34","5.00","2025-07-10","PAR-235"
"ACT-038","34","5.00","2025-07-10","PAR-238"
"ACT-038","34","5.00","2025-07-10","PAR-240"
"ACT-038","34","5.00","2025-07-10","PAR-253"
"ACT-038","34","5.00","2025-07-10","PAR-254"
"ACT-038","34","5.00","2025-07-10","PAR-256"
"ACT-038","34","5.00","2025-07-10","PAR-261"
"ACT-038","34","5.00","2025-07-10","PAR-263"
"ACT-038","34","5.00","2025-07-10","PAR-266"
"ACT-038","34","5.00","2025-07-10","PAR-278"
"ACT-038","34","5.00","2025-07-10","PAR-282"
"ACT-038","34","5.00","2025-07-10","PAR-289"
"ACT-038","34","5.00","2025-07-10","PAR-292"
"ACT-039","40","4.00","2025-05-11","PAR-003"
"ACT-039","40","4.00","2025-05-11","PAR-005"
"ACT-039","40","4.00","2025-05-11","PAR-010"
"ACT-039","40","4.00","2025-05-11","PAR-011"
"ACT-039","40","4.00","2025-05-11","PAR-017"
"ACT-039","40","4.00","2025-05-11","PAR-023"
"ACT-039","40","4.00","2025-05-11","PAR-028"
"ACT-039","40","4.00","2025-05-11","PAR-029"
"ACT-039","40","4.00","2025-05-11","PAR-032"
"ACT-039","40","4.00","2025-05-11","PAR-035"
"ACT-039","40","4.00","2025-05-11","PAR-036"
"ACT-039","40","4.00","2025-05-11","PAR-039"
"ACT-039","40","4.00","2025-05-11","PAR-055"
"ACT-039","40","4.00","2025-05-11","PAR-064"
"ACT-039","40","4.00","2025-05-11","PAR-074"
"ACT-039","40","4.00","2025-05-11","PAR-075"
"ACT-039","40","4.00","2025-05-11","PAR-077"
"ACT-039","40","4.00","2025-05-11","PAR-083"
"ACT-039","40","4.00","2025-05-11","PAR-087"
"ACT-039","40","4.00","2025-05-11","PAR-101"
"ACT-039","40","4.00","2025-05-11","PAR-104"
"ACT-039","40","4.00","2025-05-11","PAR-109"
"ACT-039","40","4.00","2025-05-11","PAR-115"
"ACT-039","40","4.00","2025-05-11","PAR-122"
"ACT-039","40","4.00","2025-05-11","PAR-128"
"ACT-039","40","4.00","2025-05-11","PAR-129"
"ACT-039","40","4.00","2025-05-11","PAR-130"
"ACT-039","40","4.00","2025-05-11","PAR-144"
"ACT-039","40","4.00","2025-05-11","PAR-150"
"ACT-039","40","4.00","2025-05-11","PAR-155"
"ACT-039","40","4.00","2025-05-11","PAR-160"
"ACT-039","40","4.00","2025-05-11","PAR-171"
"ACT-039","40","4.00","2025-05-11","PAR-175"
"ACT-039","40","4.00","2025-05-11","PAR-184"
"ACT-039","40","4.00","2025-05-11","PAR-187"
"ACT-039","40","4.00","2025-05-11","PAR-211"
"ACT-039","40","4.00","2025-05-11","PAR-212"
"ACT-039","40","4.00","2025-05-11","PAR-214"
"ACT-039","40","4.00","2025-05-11","PAR-216"
"ACT-039","40","4.00","2025-05-11","PAR-222"
"ACT-039","40","4.00","2025-05-11","PAR-230"
"ACT-039","40","4.00","2025-05-11","PAR-234"
"ACT-039","40","4.00","2025-05-11","PAR-239"
"ACT-039","40","4.00","2025-05-11","PAR-251"
"ACT-039","40","4.00","2025-05-11","PAR-253"
"ACT-039","40","4.00","2025-05-11","PAR-264"
"ACT-039","40","4.00","2025-05-11","PAR-272"
"ACT-039","40","4.00","2025-05-11","PAR-273"
"ACT-039","40","4.00","2025-05-11","PAR-286"
"ACT-039","40","4.00","2025-05-11","PAR-289"
"ACT-040","33","5.00","2025-01-07","PAR-007"
"ACT-040","33","5.00","2025-01-07","PAR-008"
"ACT-040","33","5.00","2025-01-07","PAR-017"
"ACT-040","33","5.00","2025-01-07","PAR-018"
"ACT-040","33","5.00","2025-01-07","PAR-032"
"ACT-040","33","5.00","2025-01-07","PAR-034"
"ACT-040","33","5.00","2025-01-07","PAR-036"
"ACT-040","33","5.00","2025-01-07","PAR-040"
"ACT-040","33","5.00","2025-01-07","PAR-048"
"ACT-040","33","5.00","2025-01-07","PAR-049"
"ACT-040","33","5.00","2025-01-07","PAR-051"
"ACT-040","33","5.00","2025-01-07","PAR-061"
